Mon Feb 13 17:17:20 2023    profile.txt

         44404943 function calls (43686407 primitive calls) in 132.573 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\math\ode\base.py:525(Results)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\math\ode\bdf.py:823(_BDFDiagnostics)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\math\ode\bdf.py:848(_BDFSolverInternalState)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\math\psd_kernels\positive_semidefinite_kernel.py:1359(_SumKernel)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\bijectors\identity.py:26(_NoOpCache)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\distribution.py:2135(_PrettyDict)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\joint_distribution.py:86(ValueWithTrace)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\joint_distribution.py:280(Root)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\inflated.py:234(Inflated)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\distribute\joint_distribution.py:122(JointDistributionNamed)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\mcmc\nuts.py:102(OneStepMetaInfo)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\mcmc\sample.py:60(CheckpointableStatesAndTrace)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\mcmc\preconditioned_hmc.py:44(PreconditionedHamiltonianMonteCarlo)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\mcmc\progress_bar_reducer.py:29(make_tqdm_progress_bar_fn)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\mcmc\preconditioned_nuts.py:97(VelocityStateSwap)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\mcmc\preconditioned_nuts.py:130(TreeDoublingStateCandidate)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\mcmc\preconditioned_nuts.py:145(TreeDoublingMetaState)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\mcmc\sample_sequential_monte_carlo.py:61(SMCResults)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\mcmc\snaper_hmc.py:1032(SampleSNAPERHamiltonianMonteCarloResults)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\mcmc\thermodynamic_integrals.py:107(ReplicaExchangeMCThermodynamicIntegrals)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\mcmc\windowed_sampling.py:350(WindowedAdaptationResults)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\nn\util\random_variable.py:210(_Unset)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\sequential\ensemble_kalman_filter.py:61(EnsembleKalmanFilterState)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\experimental\tangent_spaces\spaces.py:250(UnspecifiedTangentSpaceError)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\trainable_state_util.py:151(Parameter)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\_api\deprecation.py:223(deprecate_privatize_attribute)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pyparsing\core.py:3398(PositionToken)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pyparsing\core.py:4449(_IndentGreater)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pyparsing\core.py:4672(Located)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pyparsing\core.py:4835(OneOrMore)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pyparsing\core.py:4899(_NullToken)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\cm.py:91(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\artist.py:90(_Unset)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\hatch.py:87(Shapes)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\hatch.py:124(Circles)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\hatch.py:132(SmallCircles)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\hatch.py:148(SmallFilledCircles)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\backend_bases.py:1260(ResizeEvent)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\backend_tools.py:612(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\_mathtext.py:842(ComputerModernFontConstants)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\_mathtext.py:956(Vbox)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\_mathtext.py:1318(Hrule)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\_mathtext.py:1461(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\patches.py:2326(Circle)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\patches.py:2347(LArrow)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\patches.py:2389(DArrow)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\patches.py:2426(Round)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\patches.py:2702(SimpleEvent)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\patches.py:3617(CurveBracket)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\backend_managers.py:20(ToolManagerMessageEvent)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\projections\__init__.py:77(get_projection_names)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\dateutil\tz\tz.py:1156(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\dateutil\tz\_factories.py:55(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\ctypes\wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\ctypes\wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\units.py:72(AxisInfo)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\units.py:178(Registry)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\dates.py:1544(MonthLocator)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\dates.py:1571(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\dates.py:1626(HourLocator)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\container.py:78(ErrorbarContainer)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\legend_handler.py:248(_Line2DHandleList)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\legend_handler.py:351(HandlerStepPatch)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\legend_handler.py:713(HandlerTuple)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\tri\trifinder.py:7(TriFinder)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\gridspec.py:616(num2)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pycparser\ply\yacc.py:127(NullLogger)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pycparser\ply\yacc.py:217(YaccSymbol)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pycparser\ply\yacc.py:1427(LRItem)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pycparser\ply\yacc.py:3032(get_error_func)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pycparser\c_ast.py:1032(Typename)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pycparser\c_ast.py:1089(While)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pycparser\c_ast.py:1110(Pragma)
        3    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pycparser\c_lexer.py:477(t_INT_CONST_OCT)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pycparser\ply\lex.py:76(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pycparser\ply\lex.py:93(NullLogger)
        2    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\backends\backend_agg.py:294(option_image_nocomposite)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\backends\_backend_tk.py:1012(HelpTk)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\tkinter\__init__.py:2619(Widget)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\tkinter\__init__.py:2627(Toplevel)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\tkinter\__init__.py:3443(Message)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\tkinter\simpledialog.py:337(_QueryInteger)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\tkinter\simpledialog.py:381(_QueryString)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\PIL\BmpImagePlugin.py:288(BmpRleDecoder)
        1    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\site.py:301(getuserbase)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\gym\error.py:156(DoubleWrapperError)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\gym\error.py:164(RetriesExceededError)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\ctypes\__init__.py:167(c_ushort)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\ctypes\__init__.py:200(c_longdouble)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\ctypes\__init__.py:221(c_ubyte)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\ctypes\__init__.py:406(WinDLL)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\core\multiarray.py:1029(unravel_index)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\pathlib.py:410(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\pathlib.py:416(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\pathlib.py:432(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\pathlib.py:932(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\pathlib.py:1446(PosixPath)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\pathlib.py:1453(WindowsPath)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\urllib\parse.py:329(SplitResult)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\urllib\parse.py:334(ParseResult)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\urllib\parse.py:353(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\core\_exceptions.py:72(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\core\arrayprint.py:1336(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\core\arrayprint.py:1341(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\threading.py:1183(daemon)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\threading.py:1384(_MainThread)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\ma\core.py:861(_DomainGreater)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\ma\extras.py:295(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\ma\extras.py:320(_fromnxfunction_allargs)
        2    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\gym\spaces\box.py:136(shape)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\importlib\metadata\__init__.py:506(FileHash)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\email\errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\email\errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\multiprocessing\process.py:349(AuthenticationString)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\multiprocessing\reduction.py:211(_C)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\cffi\model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\cffi\model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\cffi\model.py:261(PointerType)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\cffi\model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\cffi\model.py:481(StructType)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\concurrent\futures\_base.py:57(InvalidStateError)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\logging\__init__.py:1778(RootLogger)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\cloudpickle\cloudpickle.py:676(instance)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\imageio\core\fetching.py:19(InternetNotAllowedError)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\_typing\_array_like.py:158(_UnknownType)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\procgen\builder.py:20(RunFailure)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\configparser.py:181(NoSectionError)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\configparser.py:190(DuplicateSectionError)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\__init__.py:327(UnknownExtra)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\__init__.py:1958(EggMetadata)
        2    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\__init__.py:2023(find_nothing)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\__init__.py:3106(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\__init__.py:3250(PkgResourcesDeprecationWarning)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\email\parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 <string>:11(com_error)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\packaging\version.py:54(InvalidVersion)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:33(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:657(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\packaging\_manylinux.py:17(_InvalidELFFileHeader)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\packaging\requirements.py:27(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\pyparsing\unicode.py:184(Cyrillic)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\pyparsing\unicode.py:197(Chinese)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\pyparsing\unicode.py:243(Katakana)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\pyparsing\unicode.py:283(Thai)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\pyparsing\unicode.py:287(Arabic)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\pyparsing\unicode.py:295(Hebrew)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\autograph\pyct\errors.py:22(UnsupportedLanguageElementError)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\autograph\pyct\errors.py:26(InaccessibleSourceCodeError)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\autograph\pyct\qual_names.py:32(CallerMustSetThis)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\autograph\converters\continue_statements.py:36(_Block)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\autograph\converters\return_statements.py:155(_Block)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\autograph\converters\return_statements.py:168(_Function)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\packaging\markers.py:69(Variable)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\packaging\markers.py:74(Value)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\packaging\markers.py:79(Op)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\setuptools\extension.py:139(Library)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\setuptools\_vendor\packaging\utils.py:15(InvalidWheelFilename)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\setuptools\_vendor\packaging\utils.py:21(InvalidSdistFilename)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\setuptools\errors.py:42(PackageDiscoveryError)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\email\_header_value_parser.py:208(Atom)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\email\_header_value_parser.py:706(Value)
        1    0.000    0.000    0.000    0.000 C:\Users\mailv\miniconda3\lib\email\_header_value_parser.py:845(MsgID)
