Mon Feb 13 17:17:20 2023    profile.txt

         44404943 function calls (43686407 primitive calls) in 132.573 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    14402    0.026    0.000    0.297    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\sequential.py:499(input_spec)
     9200    0.026    0.000    0.142    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\name_util.py:103(_name_scope_dry_run)
    64818    0.026    0.000    0.026    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\base_layer.py:1236(input_spec)
     7200    0.025    0.000    0.086    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:555(_shape_as_list)
20087/10440    0.025    0.000    0.145    0.000 C:\Users\mailv\miniconda3\lib\contextlib.py:139(__exit__)
  3848/31    0.025    0.000    5.712    0.184 <frozen importlib._bootstrap>:1022(_find_and_load)
    20800    0.025    0.000    0.071    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\tensorshape_util.py:265(rank)
12000/10000    0.025    0.000    0.070    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\ops.py:170(_infer_dtype)
    84034    0.025    0.000    0.025    0.000 {built-in method sys._getframe}
     6400    0.025    0.000    0.649    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_grad.py:798(_ReshapeGrad)
     4000    0.025    0.000    0.238    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\numpy_array.py:126(_args_to_matching_arrays)
    17234    0.025    0.000    0.725    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\tensor_conversion_registry.py:46(_default_conversion_function)
     4000    0.025    0.000    0.044    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\common_shapes.py:21(_broadcast_shape_helper)
69945/69837    0.025    0.000    0.034    0.000 {method 'join' of 'str' objects}
     6000    0.025    0.000    0.025    0.000 {built-in method tree._tree.flatten}
   108030    0.025    0.000    0.025    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\nn_ops.py:4894(<genexpr>)
    76898    0.024    0.000    0.024    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\eager\context.py:908(_handle)
     2000    0.024    0.000    0.316    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\distribution.py:150(_set_sample_static_shape_for_tensor)
    11208    0.024    0.000    0.667    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_ops.py:1760(_mul_dispatch)
     7200    0.024    0.000    0.565    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:2200(cast)
    20408    0.024    0.000    0.024    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\dtypes.py:95(as_numpy_dtype)
    12800    0.023    0.000    0.114    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\categorical.py:378(maybe_assert_categorical_param_correctness)
      528    0.023    0.000    0.060    0.000 C:\Users\mailv\miniconda3\lib\collections\__init__.py:328(namedtuple)
    18400    0.023    0.000    0.034    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\name_util.py:97(_get_parent_scope)
    11200    0.023    0.000    0.476    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_ops.py:2316(reduce_sum_with_dims)
     3600    0.023    0.000    1.706    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\distribution.py:333(wrapped_init)
   108030    0.023    0.000    0.023    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\nn_ops.py:1286(<genexpr>)
     1600    0.023    0.000    0.323    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\clip_ops.py:31(clip_by_value)
     8409    0.023    0.000    0.161    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\core\fromnumeric.py:2955(prod)
     7202    0.023    0.000    0.693    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\layers\activation\relu.py:102(call)
     7200    0.022    0.000    0.051    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\functional.py:1611(shape_with_no_batch_size)
    13600    0.022    0.000    0.198    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\nest.py:1167(flatten_up_to)
    10000    0.022    0.000    0.149    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\prefer_static.py:69(<listcomp>)
     9390    0.022    0.000    0.040    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
    10967    0.022    0.000    0.022    0.000 {method 'search' of 're.Pattern' objects}
     9600    0.022    0.000    0.608    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_ops.py:700(shape_n)
     7200    0.022    0.000   44.738    0.006 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\sequential.py:387(call)
     4000    0.022    0.000    0.044    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\categorical.py:203(_parameter_properties)
     3200    0.022    0.000    0.624    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_grad.py:1717(_MatMulGrad)
     8971    0.022    0.000    0.022    0.000 {method 'match' of 're.Pattern' objects}
    10946    0.021    0.000    0.066    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\trackable\base.py:326(_maybe_initialize_trackable)
     3600    0.021    0.000    0.226    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_nn_ops.py:12126(sparse_softmax_cross_entropy_with_logits)
    16859    0.021    0.000    0.046    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\tf_decorator.py:193(unwrap)
    12111    0.021    0.000    0.185    0.000 C:\Users\mailv\miniconda3\lib\re.py:288(_compile)
    21606    0.020    0.000    0.024    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\nn_ops.py:1935(convert_padding)
   167006    0.020    0.000    0.020    0.000 C:\Users\mailv\miniconda3\lib\inspect.py:2683(name)
18829/4430    0.020    0.000    4.976    0.001 <frozen importlib._bootstrap>:1053(_handle_fromlist)
     3600    0.020    0.000    0.163    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\prefer_static.py:413(_shape)
     3200    0.020    0.000    0.091    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\training.py:2694(trainable_weights)
    21620    0.020    0.000    0.025    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\keras_tensor.py:144(shape)
11882/11508    0.020    0.000    0.289    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\trackable\base.py:201(_method_wrapper)
     7208    0.020    0.000    0.288    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\eager\execute.py:27(quick_execute)
     7200    0.020    0.000    0.267    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\functional.py:342(input_spec)
    22400    0.020    0.000    0.114    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\ops.py:1119(_numpy)
    28804    0.020    0.000    0.118    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\base_layer.py:2878(<listcomp>)
    27410    0.020    0.000    0.026    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
     2000    0.020    0.000    0.268    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_random_ops.py:90(multinomial_eager_fallback)
     8000    0.019    0.000    0.099    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:1002(concatenate)
  558/532    0.019    0.000    0.733    0.001 {built-in method builtins.dir}
    45224    0.019    0.000    0.041    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:857(ndims)
    12800    0.019    0.000    0.069    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\tensorshape_util.py:214(is_fully_defined)
   160606    0.019    0.000    0.019    0.000 C:\Users\mailv\miniconda3\lib\inspect.py:2687(default)
    79516    0.019    0.000    0.019    0.000 {method 'pop' of 'collections.deque' objects}
    17616    0.019    0.000    0.148    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_ops.py:1344(maybe_promote_tensors)
     2000    0.019    0.000    0.078    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\procgen\env.py:197(act)
     9390    0.019    0.000    0.022    0.000 <frozen importlib._bootstrap>:100(acquire)
       68    0.019    0.000    0.020    0.000 {method 'readlines' of '_io._IOBase' objects}
    34985    0.019    0.000    0.019    0.000 {method 'split' of 'str' objects}
    17207    0.018    0.000    0.427    0.000 C:\Users\mailv\miniconda3\lib\inspect.py:3177(bind)
     5356    0.018    0.000    0.038    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\dtypes.py:172(is_compatible_with)
     7200    0.018    0.000    0.482    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_ops.py:1167(strided_slice)
    12800    0.018    0.000    0.136    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\categorical.py:358(_parameter_control_dependencies)
     6400    0.018    0.000    0.280    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:10419(select_v2)
     2000    0.018    0.000    0.210    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_ops.py:2286(transpose)
   107906    0.018    0.000    0.018    0.000 {method 'rstrip' of 'str' objects}
    36006    0.018    0.000    0.018    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\resource_variable_ops.py:547(shape)
    18786    0.018    0.000    0.018    0.000 {method 'format' of 'str' objects}
     3604    0.017    0.000    0.028    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\trackable\layer_utils.py:82(__init__)
     5600    0.017    0.000    0.017    0.000 {built-in method tensorflow.python.util._pywrap_determinism.is_enabled}
     9200    0.017    0.000    0.193    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\name_util.py:72(_instance_scope_name)
     3200    0.017    0.000    0.042    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\core\numeric.py:2407(array_equal)
     4000    0.017    0.000    0.117    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\distribution.py:655(parameter_properties)
    11200    0.017    0.000    0.017    0.000 {built-in method tensorflow.python.util._pywrap_utils.AssertSameStructure}
     4715    0.017    0.000    0.018    0.000 {method 'sub' of 're.Pattern' objects}
    20087    0.017    0.000    0.052    0.000 C:\Users\mailv\miniconda3\lib\contextlib.py:279(helper)
    13323    0.017    0.000    0.031    0.000 C:\Users\mailv\miniconda3\lib\collections\__init__.py:420(_make)
     3563    0.017    0.000    1.482    0.000 <frozen importlib._bootstrap_external>:1070(get_data)
    18842    0.017    0.000    0.027    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:270(is_compatible_with)
     3200    0.017    0.000    0.406    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\eager\backprop.py:702(_ones)
    43559    0.017    0.000    0.017    0.000 {method 'upper' of 'str' objects}
     3200    0.017    0.000    0.066    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\sequential.py:521(_assert_weights_created)
20087/10432    0.017    0.000    0.467    0.000 C:\Users\mailv\miniconda3\lib\contextlib.py:130(__enter__)
     3728    0.017    0.000    0.136    0.000 <frozen importlib._bootstrap>:492(_init_module_attrs)
    79206    0.017    0.000    0.017    0.000 {method 'append' of 'collections.deque' objects}
    63008    0.016    0.000    0.016    0.000 {method 'items' of 'dict' objects}
  3725/20    0.016    0.000    5.704    0.285 <frozen importlib._bootstrap>:664(_load_unlocked)
    20076    0.016    0.000    0.033    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\nest.py:138(_sorted)
 3628/423    0.016    0.000    0.040    0.000 C:\Users\mailv\miniconda3\lib\sre_compile.py:87(_compile)
     1600    0.016    0.000    0.178    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_ops.py:591(scalar_mul)
    24016    0.016    0.000    8.374    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\constant_op.py:340(_constant_tensor_conversion_function)
     4007    0.016    0.000    0.016    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\numpy\core\getlimits.py:668(__init__)
     4812    0.016    0.000    0.308    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_ops.py:204(fill)
    21913    0.016    0.000    0.016    0.000 {method 'values' of 'mappingproxy' objects}
  3827/20    0.016    0.000    5.711    0.286 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
     2000    0.016    0.000    1.345    0.001 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\batch_shape_lib.py:175(_truncate_shape_tensor)
     3634    0.016    0.000    0.064    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\trackable\base.py:598(_handle_deferred_dependencies)
     7202    0.016    0.000    0.376    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\activations.py:279(relu)
     4886    0.015    0.000    0.038    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\tf_export.py:326(__call__)
     3734    0.015    0.000    0.015    0.000 {built-in method tensorflow.python.platform._pywrap_tf2.is_enabled}
     5600    0.015    0.000    0.236    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:4821(identity)
     4812    0.015    0.000    0.273    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_array_ops.py:4015(fill)
     2000    0.015    0.000    0.064    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\prefer_static.py:175(rank_from_shape)
     6400    0.015    0.000    0.257    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_nn_ops.py:11521(relu_grad)
     5600    0.015    0.000    0.055    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\array_ops.py:893(_check_index)
    10000    0.015    0.000    0.192    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\ops.py:216(_default_convert_to_tensor)
     4808    0.015    0.000    0.236    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_math_ops.py:12226(sub)
     9390    0.015    0.000    0.018    0.000 <frozen importlib._bootstrap>:125(release)
      216    0.015    0.000    0.045    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\artist.py:1484(get_setters)
68760/48344    0.015    0.000    0.066    0.000 C:\Users\mailv\miniconda3\lib\abc.py:121(__subclasscheck__)
    14800    0.015    0.000    0.020    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\trackable\autotrackable.py:76(_no_dependency)
     7200    0.015    0.000    0.033    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\utils\layer_utils.py:581(wrapped)
    71686    0.015    0.000    0.015    0.000 {built-in method builtins.min}
    32000    0.015    0.000    0.038    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\ops.py:1265(get_shape)
     2000    0.015    0.000    0.326    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\gen_random_ops.py:23(multinomial)
     2000    0.015    0.000    6.458    0.003 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\distribution.py:1189(sample)
     3200    0.014    0.000    0.043    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\optimizers\optimizer_experimental\optimizer.py:1107(apply_gradients)
     3600    0.014    0.000    0.069    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\nest_util.py:457(convert_fn)
    11208    0.014    0.000    0.533    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_ops.py:480(multiply)
     8409    0.014    0.000    0.189    0.000 <__array_function__ internals>:177(prod)
     3600    0.014    0.000    0.104    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\nest_util.py:412(convert_to_nested_tensor)
    57608    0.014    0.000    0.014    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\base_layer.py:2879(<genexpr>)
     4000    0.014    0.000    0.051    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\distribution.py:781(parameters)
    79218    0.014    0.000    0.014    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\utils\layer_utils.py:675(expects_training_arg)
     8000    0.014    0.000    0.022    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\parameter_properties.py:300(__new__)
    12241    0.014    0.000    0.027    0.000 {built-in method builtins.max}
     7204    0.014    0.000    0.019    0.000 C:\Users\mailv\miniconda3\lib\weakref.py:452(get)
    79115    0.014    0.000    0.014    0.000 C:\Users\mailv\miniconda3\lib\inspect.py:3002(parameters)
    32381    0.014    0.000    0.014    0.000 C:\Users\mailv\miniconda3\lib\sre_parse.py:234(__next)
     3200    0.014    0.000    0.014    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_RecordGradient}
     6000    0.014    0.000    1.635    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\nest.py:1361(map_structure_up_to)
     7200    0.013    0.000    0.017    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\base_layer.py:2355(_clear_losses)
     3600    0.013    0.000    0.254    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\nn_ops.py:4249(_sparse_softmax_cross_entropy_with_rank_2_logits)
     3602    0.013    0.000    0.068    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\trackable\data_structures.py:472(__init__)
    36022    0.013    0.000    0.013    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\utils\layer_utils.py:698(arg_was_passed)
     4000    0.013    0.000    0.283    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\numpy_array.py:153(_concat)
    70832    0.013    0.000    0.013    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\tensor_shape.py:1338(<genexpr>)
    21616    0.013    0.000    0.013    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\ops.py:1308(graph)
        1    0.013    0.013    0.013    0.013 {built-in method tensorflow.python.client._pywrap_tf_session.TF_LoadLibrary}
     7200    0.013    0.000    0.023    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\keras_tensor.py:355(dtype)
     7200    0.013    0.000    0.060    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\dtype_util.py:65(as_numpy_dtype)
    28808    0.013    0.000    0.083    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\engine\base_layer.py:2839(<genexpr>)
     3604    0.013    0.000    0.041    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\trackable\data_structures.py:182(__init__)
     3602    0.013    0.000    0.055    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\trackable\data_structures.py:367(__init__)
      117    0.013    0.000    0.013    0.000 {method 'AddSerializedFile' of 'google.protobuf.pyext._message.DescriptorPool' objects}
    52264    0.013    0.000    0.013    0.000 {method 'items' of 'mappingproxy' objects}
     4002    0.013    0.000    0.030    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\gym3\libenv.py:281(_maybe_copy_dict)
     1600    0.013    0.000    0.355    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\keras\losses.py:1465(mean_squared_error)
3797/3795    0.013    0.000    0.839    0.000 <frozen importlib._bootstrap_external>:1399(_get_spec)
     3612    0.013    0.000    0.197    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\constant_op.py:352(_tensor_shape_tensor_conversion_function)
     7126    0.013    0.000    0.033    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
   3588/1    0.013    0.000  132.595  132.595 {built-in method builtins.exec}
    13600    0.013    0.000    0.063    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\util\nest.py:1252(<listcomp>)
    11200    0.013    0.000    0.492    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_ops.py:2249(reduce_sum)
     4131    0.013    0.000    0.152    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\artist.py:1437(get_valid_values)
     3200    0.013    0.000    0.070    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\composite_tensor_gradient.py:173(replace_flat_tensors_for_gradients)
     2000    0.013    0.000    0.761    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\distributions\distribution.py:1989(_set_sample_static_shape)
     3712    0.013    0.000    0.035    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
      216    0.012    0.000    0.023    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\matplotlib\artist.py:1420(<listcomp>)
     1600    0.012    0.000    0.322    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\eager\backprop.py:668(_fast_fill)
     9200    0.012    0.000    0.204    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\framework\ops.py:1297(set_shape)
      941    0.012    0.000    0.013    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\pkg_resources\_vendor\packaging\version.py:444(_cmpkey)
     2000    0.012    0.000    0.371    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\random_ops.py:533(multinomial_categorical_impl)
     3200    0.012    0.000    1.210    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\math_grad.py:1593(_MinimumGrad)
     6400    0.012    0.000    0.269    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow\python\ops\nn_grad.py:411(_ReluGrad)
    79203    0.012    0.000    0.012    0.000 C:\Users\mailv\miniconda3\lib\contextlib.py:530(__enter__)
     2000    0.012    0.000    0.109    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\backend\numpy\ops.py:386(_cast)
    36594    0.012    0.000    0.015    0.000 C:\Users\mailv\miniconda3\lib\inspect.py:2965(<genexpr>)
     2000    0.012    0.000    0.096    0.000 C:\Users\mailv\Documents\AIS\projects\svd_shard\svd_shard_venv\lib\site-packages\tensorflow_probability\python\internal\distribution_util.py:1359(expand_to_vector)
